id,Date/Time,lon,lat,day,hour,minute,second,Full_loc,Address,Street
1,2008-02-05 10:38:33,116.45678,39.91749,5,10,38,33,"39.91749,116.45678","China, Bei Jing Shi, Chao Yang Qu, 朝阳门外大街6-11-105号 邮政编码: 100020", 朝阳门外大街6-11-105号 邮政编码
1,2008-02-05 10:58:33,116.46352,39.91971,5,10,58,33,"39.91971,116.46352","6 Hu Jia Lou Xi Li Nan Jie, 呼家楼 Chao Yang Qu, Bei Jing Shi, China, 100020",6 Hu Jia Lou Xi Li Nan Jie
1,2008-02-05 11:12:36,116.45519,39.91569,5,11,12,36,"39.91569,116.45519","China, Bei Jing Shi, Chao Yang Qu, 北四环73号未来广场B2楼 邮政编码: 100020", 北四环73号未来广场B2楼 邮政编码
1,2008-02-05 11:18:34,116.46086,39.9162,5,11,18,34,"39.9162,116.46086","China, Bei Jing Shi, Chao Yang Qu, 东三环中路辅路 邮政编码: 100020", 东三环中路辅路 邮政编码
1,2008-02-05 11:28:33,116.4741,39.91413,5,11,28,33,"39.91413,116.4741","2 Hong Miao Xi Li, 呼家楼 Chao Yang Qu, Bei Jing Shi, China, 100026",2 Hong Miao Xi Li
1,2008-02-05 11:38:33,116.51525,39.9159,5,11,38,33,"39.9159,116.51525","China, Bei Jing Shi, Chao Yang Qu, 高碑店甘露园南里一区1号楼 邮政编码: 100123", 高碑店甘露园南里一区1号楼 邮政编码
1,2008-02-05 15:01:23,116.49344,39.91441,5,15,1,23,"39.91441,116.49344","China, Bei Jing Shi, Chao Yang Qu, 八里庄100号住邦2000商务中心2号楼216号 邮政编码: 100123", 八里庄100号住邦2000商务中心2号楼216号 邮政编码
1,2008-02-05 15:21:21,116.52989,39.91537,5,15,21,21,"39.91537,116.52989","China, Bei Jing Shi, Chao Yang Qu, Xinglong St, 高井甲1号 邮政编码: 100123", Xinglong St
1,2008-02-05 15:31:21,116.47556,39.92172,5,15,31,21,"39.92172,116.47556","China, Bei Jing Shi, Chao Yang Qu, 呼家楼金台路2-20号 邮政编码: 100026", 呼家楼金台路2-20号 邮政编码
1,2008-02-05 15:41:21,116.45419,39.95203,5,15,41,21,"39.95203,116.45419","China, Bei Jing Shi, Chao Yang Qu, 新源街18号 邮政编码: 100027", 新源街18号 邮政编码
1,2008-02-05 15:51:21,116.46794,39.94389,5,15,51,21,"39.94389,116.46794","China, Bei Jing Shi, Chao Yang Qu, 农展馆北路 邮政编码: 100026", 农展馆北路 邮政编码
1,2008-02-05 16:11:21,116.46175,39.99519,5,16,11,21,"39.99519,116.46175","China, Bei Jing Shi, Chao Yang Qu, Nanhu S Rd, 9号圣馨大地2号楼鸿瑞源宾馆 邮政编码: 100102", Nanhu S Rd
1,2008-02-05 16:11:21,116.46175,39.99519,5,16,11,21,"39.99519,116.46175","China, Bei Jing Shi, Chao Yang Qu, Nanhu S Rd, 9号圣馨大地2号楼鸿瑞源宾馆 邮政编码: 100102", Nanhu S Rd
1,2008-02-05 16:21:21,116.46455,39.96358,5,16,21,21,"39.96358,116.46455","China, Bei Jing Shi, Chao Yang Qu, 霄云路132号 邮政编码: 100028", 霄云路132号 邮政编码
1,2008-02-05 16:31:21,116.45348,39.92281,5,16,31,21,"39.92281,116.45348","China, Bei Jing Shi, Chao Yang Qu, 关东店北街 邮政编码: 100020", 关东店北街 邮政编码
1,2008-02-05 16:41:21,116.47822,39.92153,5,16,41,21,"39.92153,116.47822","China, Bei Jing Shi, Chao Yang Qu, 金台路 邮政编码: 100026", 金台路 邮政编码
1,2008-02-05 16:51:21,116.46432,39.9139,5,16,51,21,"39.9139,116.46432","China, Bei Jing Shi, Chao Yang Qu, 呼家楼光华路 邮政编码: 100020", 呼家楼光华路 邮政编码
1,2008-02-05 17:01:21,116.43523,39.92163,5,17,1,21,"39.92163,116.43523","China, Bei Jing Shi, Chao Yang Qu, 朝外soho麻雀胡同0123号 邮政编码: 100010", 朝外soho麻雀胡同0123号 邮政编码
1,2008-02-05 17:11:21,116.43161,39.92234,5,17,11,21,"39.92234,116.43161","China, Bei Jing Shi, Dong Cheng Qu, Chaoyangmen, Nanshuiguan Hu Tong, 东水井胡同5号北京INN2号楼B区8层 邮政编码: 100010", Chaoyangmen
1,2008-02-05 17:21:21,116.42843,39.90776,5,17,21,21,"39.90776,116.42843","China, Bei Jing Shi, Dong Cheng Qu, 建内大街8号 邮政编码: 100005", 建内大街8号 邮政编码
1,2008-02-05 17:31:20,116.4277,39.93528,5,17,31,20,"39.93528,116.4277","China, Bei Jing Shi, Dong Cheng Qu, Dongsi Subdistrict, Beijing, 南颂年胡同5号 邮政编码: 100010", Dongsi Subdistrict
1,2008-02-05 17:41:21,116.41563,39.9462,5,17,41,21,"39.9462,116.41563","China, Bei Jing Shi, Dong Cheng Qu, 国子监 Guanshuyuan Hu Tong, 官书院胡同甲40 邮政编码: 100011", 国子监 Guanshuyuan Hu Tong
1,2008-02-05 18:01:21,116.4546,39.98414,5,18,1,21,"39.98414,116.4546","China, Bei Jing Shi, Chao Yang Qu, 北四环东路 邮政编码: 100028", 北四环东路 邮政编码
1,2008-02-05 18:11:21,116.46,39.98753,5,18,11,21,"39.98753,116.46","110 Hua Jia Di Xi Li, Chao Yang Qu, Bei Jing Shi, China, 100028",110 Hua Jia Di Xi Li
1,2008-02-05 18:21:21,116.48006,39.95789,5,18,21,21,"39.95789,116.48006","China, Bei Jing Shi, Chao Yang Qu, 亮马桥路21号 邮政编码: 100125", 亮马桥路21号 邮政编码
1,2008-02-05 18:31:21,116.47179,39.92762,5,18,31,21,"39.92762,116.47179","China, Bei Jing Shi, Chao Yang Qu, 团结湖中路 邮政编码: 100026", 团结湖中路 邮政编码
1,2008-02-05 18:41:20,116.50407,39.9147,5,18,41,20,"39.9147,116.50407","China, Bei Jing Shi, Chao Yang Qu, 十里堡铁道桥东边 邮政编码: 100123", 十里堡铁道桥东边 邮政编码
1,2008-02-06 10:35:37,116.51523,39.91522,6,10,35,37,"39.91522,116.51523","China, Bei Jing Shi, Chao Yang Qu, 甘露园南里二区1号楼底商 邮政编码: 100123", 甘露园南里二区1号楼底商 邮政编码
1,2008-02-06 13:57:44,116.47354,39.98849,6,13,57,44,"39.98849,116.47354","China, Bei Jing Shi, Chao Yang Qu, 望京东路10-4号 邮政编码: 100102", 望京东路10-4号 邮政编码
1,2008-02-06 14:07:43,116.47272,39.99651,6,14,7,43,"39.99651,116.47272","412 Wang Jing Xi Yuan, Chao Yang Qu, Bei Jing Shi, China, 100102",412 Wang Jing Xi Yuan
1,2008-02-06 14:17:43,116.47284,39.97043,6,14,17,43,"39.97043,116.47284","China, Bei Jing Shi, Chao Yang Qu, 四元桥 邮政编码: 100016", 四元桥 邮政编码
1,2008-02-06 14:27:43,116.48347,39.91296,6,14,27,43,"39.91296,116.48347","China, Bei Jing Shi, Chao Yang Qu, 八里庄西里远洋天地71号楼 邮政编码: 100026", 八里庄西里远洋天地71号楼 邮政编码
1,2008-02-06 14:37:43,116.42589,39.85721,6,14,37,43,"39.85721,116.42589","China, Bei Jing Shi, Feng Tai Qu, 南三环东路辅路 邮政编码: 100079", 南三环东路辅路 邮政编码
1,2008-02-06 14:57:43,116.41487,39.85573,6,14,57,43,"39.85573,116.41487","China, Bei Jing Shi, Feng Tai Qu, 光彩路赵公口7号,南三环赵公口桥南侧50米路西 邮政编码: 100075", 光彩路赵公口7号
1,2008-02-06 15:07:43,116.46671,39.86658,6,15,7,43,"39.86658,116.46671","China, Bei Jing Shi, Chao Yang Qu, 西燕窝18号 邮政编码: 100122", 西燕窝18号 邮政编码
1,2008-02-06 15:17:43,116.48331,39.89127,6,15,17,43,"39.89127,116.48331","16 Dajiaoting N St, Chao Yang Qu, Bei Jing Shi, China, 100124",16 Dajiaoting N St
1,2008-02-06 15:47:43,116.48364,39.89959,6,15,47,43,"39.89959,116.48364","China, Bei Jing Shi, Chao Yang Qu, CN 北京市 朝阳区 百子湾南一路 6-C 单元1层105 邮政编码: 100124", CN 北京市 朝阳区 百子湾南一路 6-C 单元1层105 邮政编码
1,2008-02-06 15:57:43,116.51238,39.91654,6,15,57,43,"39.91654,116.51238","1 Gan Lu Yuan Fang Jing Yuan, Chao Yang Qu, Bei Jing Shi, China, 100123",1 Gan Lu Yuan Fang Jing Yuan
1,2008-02-06 19:21:22,116.51167,39.92152,6,19,21,22,"39.92152,116.51167","China, Bei Jing Shi, Chao Yang Qu, 新平北路大市场内 邮政编码: 100026", 新平北路大市场内 邮政编码
1,2008-02-06 19:31:21,116.51127,39.93078,6,19,31,21,"39.93078,116.51127","China, Bei Jing Shi, Chao Yang Qu, 青年路29-5-13号 邮政编码: 100026", 青年路29-5-13号 邮政编码
1,2008-02-07 11:11:28,116.53903,39.91508,7,11,11,28,"39.91508,116.53903","China, Bei Jing Shi, Chao Yang Qu, CN 北京市 朝阳区 朝阳路 8 红星美凯龙2楼 邮政编码: 100024", CN 北京市 朝阳区 朝阳路 8 红星美凯龙2楼 邮政编码
1,2008-02-07 14:34:35,116.48572,39.93235,7,14,34,35,"39.93235,116.48572","China, Bei Jing Shi, Chao Yang Qu, 姚家园路118号东郊汽配城B05-07号 邮政编码: 100026", 姚家园路118号东郊汽配城B05-07号 邮政编码
1,2008-02-07 14:44:35,116.51471,39.91661,7,14,44,35,"39.91661,116.51471","China, Bei Jing Shi, Chao Yang Qu, 八里庄 邮政编码: 100123", 八里庄 邮政编码
1,2008-02-07 18:24:52,116.4847,39.91423,7,18,24,52,"39.91423,116.4847","China, Bei Jing Shi, Chao Yang Qu, 慈云寺14号 邮政编码: 100026", 慈云寺14号 邮政编码
1,2008-02-07 18:34:52,116.51731,39.91134,7,18,34,52,"39.91134,116.51731","11 Kang Jia Yuan, Chao Yang Qu, Bei Jing Shi, China, 100123",11 Kang Jia Yuan
1,2008-02-08 14:21:31,116.52195,39.916,8,14,21,31,"39.916,116.52195","China, Bei Jing Shi, Chao Yang Qu, 十里堡综合楼一层 邮政编码: 100123", 十里堡综合楼一层 邮政编码
1,2008-02-08 14:31:31,116.48503,39.91422,8,14,31,31,"39.91422,116.48503","China, Bei Jing Shi, Chao Yang Qu, 慈云寺2号 邮政编码: 100026", 慈云寺2号 邮政编码
1,2008-02-08 14:41:32,116.4446,39.92156,8,14,41,32,"39.92156,116.4446","6 Tian Fu Yuan, Chao Yang Qu, Bei Jing Shi, China, 100020",6 Tian Fu Yuan
1,2008-02-08 14:51:32,116.40047,39.92594,8,14,51,32,"39.92594,116.40047","55 Shatan Back St, Dong Cheng Qu, Bei Jing Shi, China, 100006",55 Shatan Back St
1,2008-02-08 15:01:31,116.44152,39.93236,8,15,1,31,"39.93236,116.44152","China, Bei Jing Shi, Dong Cheng Qu, 三里屯工体东路 邮政编码: 100010", 三里屯工体东路 邮政编码
1,2008-02-08 15:11:31,116.48347,39.91954,8,15,11,31,"39.91954,116.48347","China, Bei Jing Shi, Chao Yang Qu, 红庙北里 邮政编码: 100026", 红庙北里 邮政编码
1,2008-02-08 15:21:31,116.50789,39.93128,8,15,21,31,"39.93128,116.50789","China, Bei Jing Shi, Chao Yang Qu, 十里堡号炫特嘉园3C底商 邮政编码: 100026", 十里堡号炫特嘉园3C底商 邮政编码
10,2008-02-02 13:32:03,116.44457,39.92157,2,13,32,3,"39.92157,116.44457","6 Tian Fu Yuan, Chao Yang Qu, Bei Jing Shi, China, 100020",6 Tian Fu Yuan
10,2008-02-02 13:33:58,116.44043,39.9219,2,13,33,58,"39.9219,116.44043","China, Bei Jing Shi, Chao Yang Qu, 三丰北里2号悠唐生活广场内 邮政编码: 100010", 三丰北里2号悠唐生活广场内 邮政编码
10,2008-02-02 13:34:25,116.4404,39.92192,2,13,34,25,"39.92192,116.4404","China, Bei Jing Shi, Chao Yang Qu, 三丰北里2号楼悠唐生活广场B1-B15号 邮政编码: 100010", 三丰北里2号楼悠唐生活广场B1-B15号 邮政编码
10,2008-02-02 13:35:08,116.43528,39.9228,2,13,35,8,"39.9228,116.43528","227 Chaoyangmen Outer St, Chao Yang Qu, Bei Jing Shi, China, 100010",227 Chaoyangmen Outer St
10,2008-02-02 13:36:03,116.43523,39.92287,2,13,36,3,"39.92287,116.43523","227 Chaoyangmen Outer St, Chao Yang Qu, Bei Jing Shi, China, 100010",227 Chaoyangmen Outer St
10,2008-02-02 13:36:58,116.42965,39.92307,2,13,36,58,"39.92307,116.42965","China, Bei Jing Shi, Dong Cheng Qu, Chaoyangmen, 南竹杆胡同3号 邮政编码: 100010", Chaoyangmen
10,2008-02-02 13:38:02,116.42955,39.92313,2,13,38,2,"39.92313,116.42955","China, Bei Jing Shi, Dong Cheng Qu, Chaoyangmen, 南竹杆胡同3号 邮政编码: 100010", Chaoyangmen
10,2008-02-02 13:38:20,116.42842,39.92335,2,13,38,20,"39.92335,116.42842","China, Bei Jing Shi, Dong Cheng Qu, Chaoyangmen, 北竹杆胡同8号 邮政编码: 100010", Chaoyangmen
10,2008-02-02 13:38:27,116.42767,39.92328,2,13,38,27,"39.92328,116.42767","China, Bei Jing Shi, Dong Cheng Qu, Chaoyangmen, 南竹杆胡同9号 邮政编码: 100010", Chaoyangmen
10,2008-02-02 13:39:05,116.42393,39.92312,2,13,39,5,"39.92312,116.42393","China, Bei Jing Shi, Dong Cheng Qu, Chaoyangmen, 后拐棒胡同22号 邮政编码: 100010", Chaoyangmen
10,2008-02-02 13:39:05,116.42393,39.92312,2,13,39,5,"39.92312,116.42393","China, Bei Jing Shi, Dong Cheng Qu, Chaoyangmen, 后拐棒胡同22号 邮政编码: 100010", Chaoyangmen
10,2008-02-02 13:39:08,116.42387,39.92312,2,13,39,8,"39.92312,116.42387","China, Bei Jing Shi, Dong Cheng Qu, Chaoyangmen, 后拐棒胡同24号院 邮政编码: 100010", Chaoyangmen
10,2008-02-02 13:39:16,116.42358,39.92313,2,13,39,16,"39.92313,116.42358","China, Bei Jing Shi, Dong Cheng Qu, Chaoyangmen, 后拐棒胡同49号 邮政编码: 100010", Chaoyangmen
10,2008-02-02 13:40:34,116.4212,39.92305,2,13,40,34,"39.92305,116.4212","28 Qianguaibang Hu Tong, Dong Cheng Qu, Bei Jing Shi, China, 100005",28 Qianguaibang Hu Tong
10,2008-02-02 13:41:13,116.42112,39.92315,2,13,41,13,"39.92315,116.42112","28 Qianguaibang Hu Tong, Dong Cheng Qu, Bei Jing Shi, China, 100005",28 Qianguaibang Hu Tong
10,2008-02-02 13:42:29,116.41175,39.92298,2,13,42,29,"39.92298,116.41175","China, Bei Jing Shi, Dong Cheng Qu, 多福巷32号 邮政编码: 100006", 多福巷32号 邮政编码
10,2008-02-02 13:44:20,116.40547,39.9229,2,13,44,20,"39.9229,116.40547","China, Bei Jing Shi, Dong Cheng Qu, 北沿河大街 邮政编码: 100006", 北沿河大街 邮政编码
10,2008-02-02 13:45:56,116.40498,39.92292,2,13,45,56,"39.92292,116.40498","China, Bei Jing Shi, Dong Cheng Qu, 沙滩南巷17号 邮政编码: 100006", 沙滩南巷17号 邮政编码
10,2008-02-02 13:47:01,116.40473,39.92293,2,13,47,1,"39.92293,116.40473","China, Bei Jing Shi, Dong Cheng Qu, 沙滩南巷17号 邮政编码: 100006", 沙滩南巷17号 邮政编码
10,2008-02-02 13:47:50,116.40473,39.92287,2,13,47,50,"39.92287,116.40473","China, Bei Jing Shi, Dong Cheng Qu, 沙滩南巷17号 邮政编码: 100006", 沙滩南巷17号 邮政编码
10,2008-02-02 13:47:53,116.40465,39.92275,2,13,47,53,"39.92275,116.40465","China, Bei Jing Shi, Dong Cheng Qu, 北河沿大街103号 邮政编码: 100006", 北河沿大街103号 邮政编码
10,2008-02-02 13:48:08,116.40463,39.92123,2,13,48,8,"39.92123,116.40463","China, Bei Jing Shi, Dong Cheng Qu, 银闸胡同20-8号 邮政编码: 100006", 银闸胡同20-8号 邮政编码
10,2008-02-02 13:48:55,116.40462,39.91708,2,13,48,55,"39.91708,116.40462","98 Wangfujing Ave, Dong Cheng Qu, Bei Jing Shi, China, 100006",98 Wangfujing Ave
10,2008-02-02 13:48:58,116.40437,39.91707,2,13,48,58,"39.91707,116.40437","98 Wangfujing Ave, Dong Cheng Qu, Bei Jing Shi, China, 100006",98 Wangfujing Ave
10,2008-02-02 13:50:13,116.40043,39.91413,2,13,50,13,"39.91413,116.40043","37 Donghuamen St, Dong Cheng Qu, Bei Jing Shi, China, 100006",37 Donghuamen St
10,2008-02-02 13:50:13,116.40043,39.91413,2,13,50,13,"39.91413,116.40043","37 Donghuamen St, Dong Cheng Qu, Bei Jing Shi, China, 100006",37 Donghuamen St
10,2008-02-02 13:50:22,116.40043,39.91407,2,13,50,22,"39.91407,116.40043","37 Donghuamen St, Dong Cheng Qu, Bei Jing Shi, China, 100006",37 Donghuamen St
10,2008-02-02 15:49:36,116.39842,39.91143,2,15,49,36,"39.91143,116.39842","China, Bei Jing Shi, Dong Cheng Qu, Working People's Culture Palace CN 北京市 东城区 天安门东侧 邮政编码: 100006", Working People's Culture Palace CN 北京市 东城区 天安门东侧 邮政编码
10,2008-02-02 15:50:41,116.3971,39.91373,2,15,50,41,"39.91373,116.3971","China, Bei Jing Shi, Dong Cheng Qu, 景山前街4号 邮政编码: 100006", 景山前街4号 邮政编码
10,2008-02-02 15:51:09,116.40035,39.91378,2,15,51,9,"39.91378,116.40035","37 Donghuamen St, Dong Cheng Qu, Bei Jing Shi, China, 100006",37 Donghuamen St
10,2008-02-02 15:52:54,116.40048,39.90757,2,15,52,54,"39.90757,116.40048","China, Bei Jing Shi, Dong Cheng Qu, 前门天安门东（劳动人民文化宫东北角） 邮政编码: 100051", 前门天安门东（劳动人民文化宫东北角） 邮政编码
10,2008-02-02 15:54:43,116.40028,39.90628,2,15,54,43,"39.90628,116.40028","China, Bei Jing Shi, Dong Cheng Qu, 前门北京古玩城一层西厅10号 邮政编码: 100051", 前门北京古玩城一层西厅10号 邮政编码
10,2008-02-02 15:55:41,116.40052,39.90238,2,15,55,41,"39.90238,116.40052","China, Bei Jing Shi, Dong Cheng Qu, 前门东交民巷39 邮政编码: 100051", 前门东交民巷39 邮政编码
10,2008-02-02 15:57:55,116.40092,39.89885,2,15,57,55,"39.89885,116.40092","China, Bei Jing Shi, Dong Cheng Qu, 西打磨厂街 邮政编码: 100051", 西打磨厂街 邮政编码
10,2008-02-02 15:58:01,116.40102,39.89885,2,15,58,1,"39.89885,116.40102","China, Bei Jing Shi, Dong Cheng Qu, 西打磨厂街 邮政编码: 100051", 西打磨厂街 邮政编码
10,2008-02-02 15:58:04,116.4012,39.89888,2,15,58,4,"39.89888,116.4012","China, Bei Jing Shi, Dong Cheng Qu, 西打磨厂街 邮政编码: 100051", 西打磨厂街 邮政编码
10,2008-02-02 15:58:24,116.40372,39.89925,2,15,58,24,"39.89925,116.40372","China, Bei Jing Shi, Dong Cheng Qu, 西打磨厂街197号 邮政编码: 100051", 西打磨厂街197号 邮政编码
10,2008-02-02 15:58:28,116.40395,39.89915,2,15,58,28,"39.89915,116.40395","China, Bei Jing Shi, Dong Cheng Qu, 西打磨厂街南198号院 邮政编码: 100051", 西打磨厂街南198号院 邮政编码
10,2008-02-02 15:58:43,116.40548,39.89908,2,15,58,43,"39.89908,116.40548","China, Bei Jing Shi, Dong Cheng Qu, 西打磨厂街东8号院 邮政编码: 100051", 西打磨厂街东8号院 邮政编码
10,2008-02-02 15:58:46,116.40555,39.89893,2,15,58,46,"39.89893,116.40555","China, Bei Jing Shi, Dong Cheng Qu, 西打磨厂街南170号院 邮政编码: 100051", 西打磨厂街南170号院 邮政编码
10,2008-02-02 15:59:23,116.40575,39.89578,2,15,59,23,"39.89578,116.40575","China, Bei Jing Shi, Dong Cheng Qu, 草厂二条25号 邮政编码: 100051", 草厂二条25号 邮政编码
10,2008-02-02 15:59:30,116.4058,39.89572,2,15,59,30,"39.89572,116.4058","China, Bei Jing Shi, Dong Cheng Qu, 草厂二条32号 邮政编码: 100051", 草厂二条32号 邮政编码
10,2008-02-02 15:59:33,116.40595,39.89567,2,15,59,33,"39.89567,116.40595","China, Bei Jing Shi, Dong Cheng Qu, 草厂二条32号 邮政编码: 100051", 草厂二条32号 邮政编码
10,2008-02-02 15:59:54,116.40773,39.89573,2,15,59,54,"39.89573,116.40773","China, Bei Jing Shi, Dong Cheng Qu, 草厂横胡同23号 邮政编码: 100051", 草厂横胡同23号 邮政编码
10,2008-02-02 16:00:35,116.40897,39.89568,2,16,0,35,"39.89568,116.40897","China, Bei Jing Shi, Dong Cheng Qu, 草厂九条24号 邮政编码: 100051", 草厂九条24号 邮政编码
10,2008-02-02 16:00:35,116.40897,39.89568,2,16,0,35,"39.89568,116.40897","China, Bei Jing Shi, Dong Cheng Qu, 草厂九条24号 邮政编码: 100051", 草厂九条24号 邮政编码
10,2008-02-02 16:00:49,116.40902,39.89555,2,16,0,49,"39.89555,116.40902","China, Bei Jing Shi, Dong Cheng Qu, 草厂八九条34号 邮政编码: 100051", 草厂八九条34号 邮政编码
10,2008-02-02 16:00:52,116.40897,39.89552,2,16,0,52,"39.89552,116.40897","China, Bei Jing Shi, Dong Cheng Qu, 草厂八九条34号 邮政编码: 100051", 草厂八九条34号 邮政编码
10,2008-02-02 16:01:05,116.40897,39.89552,2,16,1,5,"39.89552,116.40897","China, Bei Jing Shi, Dong Cheng Qu, 草厂八九条34号 邮政编码: 100051", 草厂八九条34号 邮政编码
10,2008-02-02 16:13:00,116.40897,39.89552,2,16,13,0,"39.89552,116.40897","China, Bei Jing Shi, Dong Cheng Qu, 草厂八九条34号 邮政编码: 100051", 草厂八九条34号 邮政编码
10,2008-02-02 16:13:20,116.40928,39.89512,2,16,13,20,"39.89512,116.40928","China, Bei Jing Shi, Dong Cheng Qu, 草厂八九条34号 邮政编码: 100051", 草厂八九条34号 邮政编码
10,2008-02-02 16:13:23,116.40933,39.89533,2,16,13,23,"39.89533,116.40933","China, Bei Jing Shi, Dong Cheng Qu, 草厂十条27号 邮政编码: 100051", 草厂十条27号 邮政编码
10,2008-02-02 16:13:32,116.4097,39.89447,2,16,13,32,"39.89447,116.4097","China, Bei Jing Shi, Dong Cheng Qu, 草厂十条35号 邮政编码: 100051", 草厂十条35号 邮政编码
